TIC_ID,n_sectors,sector_list
220414802,41,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(12), np.int64(9), np.int64(8), np.int64(10), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(35), np.int64(34), np.int64(36), np.int64(68), np.int64(61), np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(69), np.int64(87), np.int64(96), np.int64(95), np.int64(97), np.int64(90), np.int64(89), np.int64(93), np.int64(98)]"
406500231,2,"[np.int64(32), np.int64(98)]"
166808854,7,"[np.int64(2), np.int64(3), np.int64(29), np.int64(30), np.int64(69), np.int64(96), np.int64(97)]"
166835573,7,"[np.int64(2), np.int64(3), np.int64(29), np.int64(30), np.int64(69), np.int64(96), np.int64(97)]"
259862349,12,"[np.int64(1), np.int64(2), np.int64(3), np.int64(27), np.int64(28), np.int64(29), np.int64(67), np.int64(68), np.int64(69), np.int64(94), np.int64(95), np.int64(96)]"
38759751,43,"[np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(12), np.int64(10), np.int64(11), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(39), np.int64(38), np.int64(37), np.int64(35), np.int64(34), np.int64(36), np.int64(68), np.int64(61), np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(67), np.int64(69), np.int64(87), np.int64(96), np.int64(95), np.int64(94), np.int64(97), np.int64(90), np.int64(89), np.int64(88), np.int64(93), np.int64(98)]"
170636418,4,"[np.int64(4), np.int64(31), np.int64(32), np.int64(98)]"
248621024,1,[np.int64(5)]
129888334,4,"[np.int64(4), np.int64(30), np.int64(31), np.int64(97)]"
166762393,2,"[np.int64(4), np.int64(31)]"
238196350,31,"[np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(9), np.int64(12), np.int64(13), np.int64(33), np.int64(32), np.int64(27), np.int64(28), np.int64(29), np.int64(36), np.int64(39), np.int64(68), np.int64(69), np.int64(67), np.int64(62), np.int64(65), np.int64(63), np.int64(66), np.int64(87), np.int64(96), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(98)]"
248429983,2,"[np.int64(5), np.int64(32)]"
14088139,2,"[np.int64(5), np.int64(32)]"
13345286,3,"[np.int64(5), np.int64(6), np.int64(32)]"
36757950,2,"[np.int64(4), np.int64(31)]"
65416950,4,"[np.int64(4), np.int64(30), np.int64(31), np.int64(97)]"
204614426,3,"[np.int64(4), np.int64(31), np.int64(97)]"
259902074,12,"[np.int64(1), np.int64(2), np.int64(3), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(67), np.int64(68), np.int64(69), np.int64(95), np.int64(96)]"
439871393,1,[np.int64(4)]
141327580,2,"[np.int64(4), np.int64(31)]"
88481300,2,"[np.int64(4), np.int64(31)]"
9887662,2,"[np.int64(4), np.int64(31)]"
176313551,1,[np.int64(5)]
257643750,5,"[np.int64(4), np.int64(5), np.int64(31), np.int64(32), np.int64(98)]"
117774227,2,"[np.int64(32), np.int64(98)]"
44678216,4,"[np.int64(4), np.int64(5), np.int64(31), np.int64(31)]"
269630496,2,"[np.int64(5), np.int64(32)]"
77371530,5,"[np.int64(4), np.int64(5), np.int64(31), np.int64(32), np.int64(98)]"
9899967,3,"[np.int64(4), np.int64(31), np.int64(31)]"
139733885,3,"[np.int64(5), np.int64(32), np.int64(98)]"
144504128,1,[np.int64(31)]
77957141,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
4207747,3,"[np.int64(6), np.int64(32), np.int64(98)]"
220436223,44,"[np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(10), np.int64(12), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(36), np.int64(35), np.int64(34), np.int64(68), np.int64(67), np.int64(66), np.int64(65), np.int64(69), np.int64(63), np.int64(62), np.int64(61), np.int64(64), np.int64(87), np.int64(97), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
178945062,2,"[np.int64(5), np.int64(32)]"
220393543,14,"[np.int64(3), np.int64(5), np.int64(9), np.int64(30), np.int64(31), np.int64(32), np.int64(39), np.int64(63), np.int64(66), np.int64(69), np.int64(90), np.int64(93), np.int64(97), np.int64(98)]"
250131461,1,[np.int64(5)]
370041241,23,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(10), np.int64(12), np.int64(8), np.int64(7), np.int64(9), np.int64(87), np.int64(97), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
279741379,15,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(28), np.int64(29), np.int64(30), np.int64(34), np.int64(61), np.int64(64), np.int64(68), np.int64(69), np.int64(95), np.int64(96), np.int64(97)]"
118653173,1,[np.int64(31)]
117979951,3,"[np.int64(5), np.int64(32), np.int64(98)]"
730543928,10,"[np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37)]"
94945758,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
38511251,2,"[np.int64(4), np.int64(31)]"
89115385,2,"[np.int64(4), np.int64(31)]"
176379354,3,"[np.int64(5), np.int64(32), np.int64(98)]"
246930866,3,"[np.int64(5), np.int64(32), np.int64(98)]"
94987316,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
238196512,3,"[np.int64(13), np.int64(61), np.int64(88)]"
170767866,4,"[np.int64(5), np.int64(31), np.int64(32), np.int64(98)]"
733027940,10,"[np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37)]"
235055433,7,"[np.int64(4), np.int64(5), np.int64(6), np.int64(31), np.int64(32), np.int64(33), np.int64(87)]"
24608852,6,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(87), np.int64(98)]"
259592543,12,"[np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(30), np.int64(31), np.int64(32), np.int64(66), np.int64(90), np.int64(93), np.int64(97), np.int64(98)]"
29987134,43,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(12), np.int64(10), np.int64(11), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(36), np.int64(35), np.int64(34), np.int64(68), np.int64(67), np.int64(66), np.int64(69), np.int64(63), np.int64(62), np.int64(61), np.int64(64), np.int64(87), np.int64(97), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
1271818,4,"[np.int64(5), np.int64(31), np.int64(32), np.int64(98)]"
161614128,3,"[np.int64(4), np.int64(5), np.int64(6)]"
121157419,1,[np.int64(31)]
38469670,42,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(12), np.int64(10), np.int64(11), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(39), np.int64(38), np.int64(34), np.int64(35), np.int64(37), np.int64(68), np.int64(67), np.int64(66), np.int64(69), np.int64(64), np.int64(62), np.int64(61), np.int64(65), np.int64(97), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
287842651,3,"[np.int64(6), np.int64(32), np.int64(98)]"
220405047,16,"[np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(68), np.int64(69), np.int64(87), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(97), np.int64(98)]"
213070042,3,"[np.int64(5), np.int64(32), np.int64(98)]"
213043245,3,"[np.int64(5), np.int64(32), np.int64(98)]"
244203955,2,"[np.int64(5), np.int64(98)]"
406498177,2,"[np.int64(5), np.int64(32)]"
93243413,5,"[np.int64(6), np.int64(32), np.int64(33), np.int64(87), np.int64(98)]"
32828818,5,"[np.int64(6), np.int64(32), np.int64(33), np.int64(87), np.int64(98)]"
1334907,3,"[np.int64(5), np.int64(31), np.int64(32)]"
244253760,3,"[np.int64(5), np.int64(32), np.int64(98)]"
259539733,5,"[np.int64(4), np.int64(5), np.int64(30), np.int64(31), np.int64(32)]"
1309015,2,"[np.int64(5), np.int64(32)]"
93279196,5,"[np.int64(6), np.int64(32), np.int64(33), np.int64(87), np.int64(98)]"
34342799,1,[np.int64(5)]
149861542,2,"[np.int64(5), np.int64(31)]"
146438424,1,[np.int64(5)]
1521078,3,"[np.int64(5), np.int64(32), np.int64(98)]"
381949122,45,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(10), np.int64(12), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(36), np.int64(35), np.int64(34), np.int64(68), np.int64(67), np.int64(66), np.int64(65), np.int64(69), np.int64(63), np.int64(62), np.int64(61), np.int64(64), np.int64(87), np.int64(97), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
244258171,3,"[np.int64(5), np.int64(32), np.int64(98)]"
13984854,4,"[np.int64(4), np.int64(6), np.int64(32), np.int64(98)]"
146423464,2,"[np.int64(5), np.int64(98)]"
146517192,2,"[np.int64(5), np.int64(98)]"
67772871,2,"[np.int64(5), np.int64(32)]"
168786254,3,"[np.int64(4), np.int64(5), np.int64(31)]"
168787288,2,"[np.int64(4), np.int64(5)]"
152590034,4,"[np.int64(4), np.int64(5), np.int64(31), np.int64(97)]"
219234987,7,"[np.int64(3), np.int64(4), np.int64(5), np.int64(30), np.int64(31), np.int64(32), np.int64(97)]"
219239739,7,"[np.int64(3), np.int64(4), np.int64(5), np.int64(30), np.int64(31), np.int64(32), np.int64(97)]"
37778297,2,"[np.int64(5), np.int64(32)]"
152371331,3,"[np.int64(5), np.int64(31), np.int64(32)]"
269742895,13,"[np.int64(1), np.int64(12), np.int64(13), np.int64(27), np.int64(28), np.int64(39), np.int64(65), np.int64(66), np.int64(67), np.int64(68), np.int64(93), np.int64(94), np.int64(95)]"
153723183,4,"[np.int64(4), np.int64(5), np.int64(31), np.int64(32)]"
358290717,19,"[np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(9), np.int64(12), np.int64(31), np.int64(32), np.int64(29), np.int64(30), np.int64(39), np.int64(63), np.int64(65), np.int64(66), np.int64(97), np.int64(90), np.int64(93), np.int64(96), np.int64(98)]"
71109681,3,"[np.int64(5), np.int64(32), np.int64(98)]"
270678026,17,"[np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(61), np.int64(65), np.int64(67), np.int64(68), np.int64(87), np.int64(94), np.int64(95), np.int64(98)]"
178937085,4,"[np.int64(5), np.int64(31), np.int64(32), np.int64(98)]"
294754816,42,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(10), np.int64(12), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(34), np.int64(35), np.int64(36), np.int64(69), np.int64(67), np.int64(66), np.int64(68), np.int64(64), np.int64(62), np.int64(61), np.int64(65), np.int64(87), np.int64(95), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(96)]"
316919585,2,"[np.int64(5), np.int64(98)]"
259592542,12,"[np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(30), np.int64(31), np.int64(32), np.int64(66), np.int64(90), np.int64(93), np.int64(97), np.int64(98)]"
146523123,0,[]
261205462,32,"[np.int64(1), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(13), np.int64(27), np.int64(28), np.int64(31), np.int64(32), np.int64(39), np.int64(37), np.int64(38), np.int64(34), np.int64(35), np.int64(67), np.int64(61), np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(68), np.int64(87), np.int64(93), np.int64(90), np.int64(94), np.int64(88), np.int64(89), np.int64(95)]"
77288515,5,"[np.int64(4), np.int64(5), np.int64(31), np.int64(32), np.int64(98)]"
259512080,6,"[np.int64(4), np.int64(5), np.int64(31), np.int64(32), np.int64(97), np.int64(98)]"
146803851,2,"[np.int64(5), np.int64(32)]"
114924130,3,"[np.int64(5), np.int64(32), np.int64(98)]"
77370782,4,"[np.int64(4), np.int64(5), np.int64(31), np.int64(32)]"
118034753,3,"[np.int64(5), np.int64(32), np.int64(98)]"
248396674,3,"[np.int64(5), np.int64(32), np.int64(98)]"
146472544,0,[]
169396790,3,"[np.int64(5), np.int64(32), np.int64(98)]"
248409489,2,"[np.int64(5), np.int64(32)]"
114922178,3,"[np.int64(5), np.int64(32), np.int64(98)]"
140690428,42,"[np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(10), np.int64(12), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(39), np.int64(38), np.int64(36), np.int64(35), np.int64(37), np.int64(69), np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(67), np.int64(68), np.int64(87), np.int64(96), np.int64(95), np.int64(94), np.int64(97), np.int64(90), np.int64(89), np.int64(88), np.int64(93), np.int64(98)]"
220476607,34,"[np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(10), np.int64(12), np.int64(7), np.int64(9), np.int64(33), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(39), np.int64(36), np.int64(37), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(67), np.int64(68), np.int64(69), np.int64(87), np.int64(97), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
13061590,3,"[np.int64(5), np.int64(32), np.int64(98)]"
43650034,3,"[np.int64(5), np.int64(32), np.int64(98)]"
43486732,3,"[np.int64(5), np.int64(32), np.int64(98)]"
176759633,3,"[np.int64(33), np.int64(87), np.int64(98)]"
375092757,20,"[np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(11), np.int64(32), np.int64(33), np.int64(28), np.int64(31), np.int64(34), np.int64(38), np.int64(61), np.int64(65), np.int64(67), np.int64(68), np.int64(87), np.int64(95), np.int64(94), np.int64(98)]"
20069221,6,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(87), np.int64(98)]"
1308855,4,"[np.int64(5), np.int64(31), np.int64(32), np.int64(98)]"
374860864,38,"[np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(10), np.int64(11), np.int64(7), np.int64(8), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(37), np.int64(36), np.int64(35), np.int64(34), np.int64(67), np.int64(66), np.int64(65), np.int64(69), np.int64(63), np.int64(62), np.int64(61), np.int64(64), np.int64(87), np.int64(96), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(97)]"
671236826,0,[]
55404385,39,"[np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(12), np.int64(11), np.int64(10), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(39), np.int64(38), np.int64(37), np.int64(35), np.int64(34), np.int64(36), np.int64(68), np.int64(61), np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(67), np.int64(69), np.int64(87), np.int64(96), np.int64(95), np.int64(94), np.int64(97), np.int64(89), np.int64(88), np.int64(90), np.int64(98)]"
249028219,3,"[np.int64(5), np.int64(32), np.int64(98)]"
152373997,3,"[np.int64(5), np.int64(32), np.int64(98)]"
220456828,42,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(12), np.int64(10), np.int64(11), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(35), np.int64(34), np.int64(36), np.int64(68), np.int64(61), np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(67), np.int64(69), np.int64(87), np.int64(94), np.int64(93), np.int64(95), np.int64(89), np.int64(88), np.int64(90), np.int64(96)]"
248401418,2,"[np.int64(5), np.int64(32)]"
13094804,2,"[np.int64(5), np.int64(98)]"
318017368,4,"[np.int64(6), np.int64(33), np.int64(87), np.int64(98)]"
13071322,2,"[np.int64(5), np.int64(98)]"
248445090,3,"[np.int64(5), np.int64(32), np.int64(98)]"
408190069,3,"[np.int64(5), np.int64(32), np.int64(98)]"
737802458,3,"[np.int64(32), np.int64(33), np.int64(34)]"
248430208,2,"[np.int64(5), np.int64(32)]"
248411315,2,"[np.int64(5), np.int64(32)]"
671374144,1,[np.int64(32)]
188969017,2,"[np.int64(5), np.int64(32)]"
140898575,43,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(12), np.int64(10), np.int64(11), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(36), np.int64(35), np.int64(34), np.int64(69), np.int64(67), np.int64(66), np.int64(65), np.int64(68), np.int64(63), np.int64(62), np.int64(61), np.int64(64), np.int64(87), np.int64(97), np.int64(88), np.int64(89), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
189020586,3,"[np.int64(5), np.int64(32), np.int64(98)]"
169395153,3,"[np.int64(5), np.int64(32), np.int64(98)]"
248448574,3,"[np.int64(5), np.int64(32), np.int64(98)]"
306476702,3,"[np.int64(6), np.int64(33), np.int64(87)]"
41331819,33,"[np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(13), np.int64(10), np.int64(11), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(33), np.int64(38), np.int64(37), np.int64(36), np.int64(34), np.int64(62), np.int64(63), np.int64(64), np.int64(66), np.int64(67), np.int64(68), np.int64(69), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(97)]"
213041474,3,"[np.int64(5), np.int64(32), np.int64(98)]"
219367750,6,"[np.int64(4), np.int64(5), np.int64(6), np.int64(31), np.int64(32), np.int64(98)]"
376986714,10,"[np.int64(1), np.int64(12), np.int64(13), np.int64(27), np.int64(39), np.int64(65), np.int64(66), np.int64(67), np.int64(93), np.int64(94)]"
165211467,6,"[np.int64(5), np.int64(6), np.int64(7), np.int64(32), np.int64(33), np.int64(87)]"
24398701,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
31092198,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
50523982,0,[]
141280255,42,"[np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(12), np.int64(10), np.int64(11), np.int64(8), np.int64(7), np.int64(9), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(39), np.int64(38), np.int64(37), np.int64(35), np.int64(34), np.int64(36), np.int64(68), np.int64(61), np.int64(62), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(67), np.int64(69), np.int64(87), np.int64(96), np.int64(95), np.int64(94), np.int64(97), np.int64(90), np.int64(89), np.int64(88), np.int64(93), np.int64(98)]"
24531951,6,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(87), np.int64(98)]"
43900848,2,"[np.int64(5), np.int64(32)]"
257721857,33,"[np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(32), np.int64(31), np.int64(33), np.int64(29), np.int64(27), np.int64(30), np.int64(34), np.int64(36), np.int64(37), np.int64(39), np.int64(69), np.int64(67), np.int64(66), np.int64(65), np.int64(63), np.int64(64), np.int64(87), np.int64(95), np.int64(90), np.int64(93), np.int64(94), np.int64(96)]"
24445778,1,[np.int64(5)]
232022864,6,"[np.int64(7), np.int64(32), np.int64(34), np.int64(87), np.int64(88), np.int64(98)]"
169553449,2,"[np.int64(5), np.int64(32)]"
77669474,3,"[np.int64(5), np.int64(32), np.int64(98)]"
248430121,2,"[np.int64(5), np.int64(32)]"
192787041,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(87)]"
46311208,0,[]
77954764,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
77859184,3,"[np.int64(5), np.int64(6), np.int64(32)]"
169534653,2,"[np.int64(5), np.int64(32)]"
398871306,2,"[np.int64(5), np.int64(32)]"
101145648,4,"[np.int64(6), np.int64(7), np.int64(33), np.int64(87)]"
167415800,40,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(12), np.int64(9), np.int64(7), np.int64(10), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(39), np.int64(37), np.int64(34), np.int64(35), np.int64(36), np.int64(68), np.int64(66), np.int64(65), np.int64(67), np.int64(63), np.int64(62), np.int64(61), np.int64(64), np.int64(87), np.int64(97), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(98)]"
255752750,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
249031125,3,"[np.int64(5), np.int64(32), np.int64(98)]"
149176305,41,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(12), np.int64(9), np.int64(7), np.int64(10), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(35), np.int64(34), np.int64(36), np.int64(68), np.int64(61), np.int64(63), np.int64(64), np.int64(65), np.int64(66), np.int64(67), np.int64(69), np.int64(87), np.int64(96), np.int64(94), np.int64(97), np.int64(90), np.int64(88), np.int64(93), np.int64(98)]"
220600341,7,"[np.int64(4), np.int64(5), np.int64(6), np.int64(31), np.int64(32), np.int64(33), np.int64(87)]"
11201915,3,"[np.int64(6), np.int64(32), np.int64(98)]"
13345794,4,"[np.int64(5), np.int64(6), np.int64(32), np.int64(98)]"
77951686,3,"[np.int64(5), np.int64(6), np.int64(32)]"
4113275,3,"[np.int64(5), np.int64(32), np.int64(98)]"
148096708,7,"[np.int64(6), np.int64(7), np.int64(33), np.int64(34), np.int64(61), np.int64(87), np.int64(88)]"
24526119,5,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(98)]"
219420836,9,"[np.int64(4), np.int64(6), np.int64(31), np.int64(32), np.int64(33), np.int64(67), np.int64(87), np.int64(94), np.int64(98)]"
708357666,1,[np.int64(32)]
50583801,3,"[np.int64(6), np.int64(32), np.int64(98)]"
34507428,3,"[np.int64(6), np.int64(32), np.int64(98)]"
192789761,5,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(98)]"
261137158,18,"[np.int64(1), np.int64(11), np.int64(12), np.int64(13), np.int64(27), np.int64(28), np.int64(31), np.int64(39), np.int64(38), np.int64(61), np.int64(65), np.int64(66), np.int64(67), np.int64(68), np.int64(94), np.int64(88), np.int64(93), np.int64(95)]"
32500778,5,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(98)]"
36346568,2,"[np.int64(33), np.int64(87)]"
249076418,2,"[np.int64(5), np.int64(32)]"
30960713,1,[np.int64(32)]
231824922,26,"[np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(10), np.int64(11), np.int64(27), np.int64(28), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(34), np.int64(37), np.int64(61), np.int64(64), np.int64(65), np.int64(67), np.int64(68), np.int64(87), np.int64(97), np.int64(88), np.int64(94), np.int64(95), np.int64(98)]"
373916957,38,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(12), np.int64(11), np.int64(9), np.int64(7), np.int64(10), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(39), np.int64(37), np.int64(34), np.int64(35), np.int64(36), np.int64(68), np.int64(67), np.int64(66), np.int64(69), np.int64(63), np.int64(61), np.int64(65), np.int64(87), np.int64(97), np.int64(88), np.int64(90), np.int64(93), np.int64(94), np.int64(96), np.int64(98)]"
170225363,8,"[np.int64(6), np.int64(7), np.int64(8), np.int64(33), np.int64(34), np.int64(61), np.int64(87), np.int64(88)]"
156712422,7,"[np.int64(6), np.int64(7), np.int64(33), np.int64(34), np.int64(61), np.int64(87), np.int64(88)]"
53688090,5,"[np.int64(6), np.int64(7), np.int64(33), np.int64(34), np.int64(87)]"
53743451,3,"[np.int64(6), np.int64(7), np.int64(33)]"
317283576,4,"[np.int64(6), np.int64(33), np.int64(87), np.int64(98)]"
317548889,4,"[np.int64(6), np.int64(33), np.int64(87), np.int64(98)]"
50587969,3,"[np.int64(6), np.int64(32), np.int64(98)]"
50726077,3,"[np.int64(6), np.int64(32), np.int64(98)]"
219143616,10,"[np.int64(5), np.int64(6), np.int64(7), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(87), np.int64(95), np.int64(98)]"
317480495,2,"[np.int64(6), np.int64(87)]"
167699908,5,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(98)]"
31475829,5,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(98)]"
332914199,3,"[np.int64(6), np.int64(32), np.int64(98)]"
32500750,5,"[np.int64(5), np.int64(6), np.int64(32), np.int64(33), np.int64(98)]"
32528943,1,[np.int64(33)]
167814656,44,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(13), np.int64(11), np.int64(12), np.int64(9), np.int64(7), np.int64(10), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(37), np.int64(36), np.int64(35), np.int64(34), np.int64(68), np.int64(67), np.int64(66), np.int64(65), np.int64(69), np.int64(63), np.int64(62), np.int64(61), np.int64(64), np.int64(87), np.int64(97), np.int64(88), np.int64(89), np.int64(90), np.int64(93), np.int64(94), np.int64(95), np.int64(96), np.int64(98)]"
96796224,5,"[np.int64(6), np.int64(33), np.int64(34), np.int64(87), np.int64(88)]"
